SecurityCode,companyName,Feb16
512179,SUNTECK REALTY LTD.,6804.29
533339,ZEN TECHNOLOGIES LTD.,6773.13
540725,Share India Securities Ltd,6768.53
539874,Ujjivan Financial Services Ltd,6763
544044,India Shelter Finance Corporation Ltd,6762.42
500123,ELANTAS BECK INDIA LTD.-$,6738.97
532783,LT FOODS LTD.,6726.29
532349,TRANSPORT CORPORATION OF INDIA LTD.,6709.99
500185,HINDUSTAN CONSTRUCTION CO.LTD.,6583.19
542907,Prince Pipes and Fittings Ltd,6566.78
509631,HEG LTD.,6501.41
532189,INDIA TOURISM DEVELOPMENT CORPORATION LTD.,6488.88
543350,Vijaya Diagnostic Centre Ltd,6477.46
532162,JK PAPER LTD.,6435.6
532832,INDIABULLS REAL ESTATE LTD.,6426.44
512329,SG Mart Ltd,6404.35
533033,ISGEC Heavy Engineering Ltd,6399.27
517385,Symphony Limited,6389.9
532532,JAIPRAKASH ASSOCIATES LTD.,6377.04
539992,Lloyds Engineering Works Ltd,6349.25
543401,Go Fashion (India) Ltd,6345.25
543530,Paradeep Phosphates Ltd,6345.19
542867,CSB Bank Ltd,6336.57
543933,Cyient DLM Ltd,6313.16
505355,NESCO LTD.,6293.48
533282,GRAVITA INDIA LTD.,6282.8
543242,Hemisphere Properties India Ltd,6272.85
500645,DEEPAK FERTILISERS & PETROCHEMICALS CORPORATION LTD.,6241.2
500135,EPL Ltd,6217.94
543280,Nazara Technologies Ltd,6196.75
543306,Dodla Dairy Ltd,6177.13
532493,ASTRA MICROWAVE PRODUCTS LTD.,6174.75
509496,ITD CEMENTATION INDIA LTD.,6173.19
505255,GMM PFAUDLER LTD.,6166.11
532375,TIPS INDUSTRIES LTD.,6159.34
526367,GANESH HOUSING CORPORATION LTD.-$,6141.46
541019,H.G. Infra Engineering Ltd,6131.95
543942,Utkarsh Small Finance Bank Ltd,6122.13
543936,Senco Gold Ltd,6108.18
543325,Rolex Rings Ltd,6077.93
543253,Mrs. Bectors Food Specialities Ltd,6024.38
544022,ASK Automotive Ltd,6012.85
530001,GUJARAT ALKALIES & CHEMICALS LTD.,6011.18
544009,Blue Jet Healthcare Ltd,6008.84
542484,Arvind Fashions Ltd,5984.14
543270,MTAR Technologies Ltd,5976.74
532029,Sindhu Trade Links Limited,5967.26
532891,Puravankara Ltd,5956.01
532524,PTC INDIA LTD.,5940.89
533286,MOIL LTD.,5937.7
519126,HINDUSTAN FOODS LTD.,5921.81
512237,JAI CORP LTD.,5911.14
543532,Ethos Ltd,5909.09
522285,JAYASWAL NECO INDUSTRIES LTD.,5890.08
532835,ICRA LTD.,5759.85
509966,VST INDUSTRIES LTD.,5743
543441,CMS Info Systems Ltd,5728.57
533122,RattanIndia Power Limited,5692.31
543248,Restaurant Brands Asia Ltd,5656.02
543358,Sansera Engineering Ltd,5631.06
524372,Orchid Pharma Ltd,5627.54
533151,D B Corp Ltd,5623.02
531358,CHOICE INTERNATIONAL LTD.,5620.49
535754,Orient Cement Ltd,5593.94
543527,Prudent Corporate Advisory Services Ltd,5572.3
540749,MAS Financial Services Ltd,5570.88
543652,Fusion Micro Finance Ltd,5556.31
532726,Gallantt Ispat Ltd,5537.4
538268,Wonderla Holidays Ltd,5534
505726,IFB INDUSTRIES LTD.,5511.37
521016,INDO COUNT INDUSTRIES LTD.,5436.59
543489,Gateway Distriparks Ltd,5431.13
532735,R Systems International Limited,5412.97
532509,SUPRAJIT ENGINEERING LTD.-$,5374.7
539787,HealthCare Global Enterprises Ltd,5351.11
539658,TeamLease Services Ltd,5334.61
532630,GOKALDAS EXPORTS LTD.,5328.23
532374,STERLITE TECHNOLOGIES LTD.,5319.81
505714,GABRIEL INDIA LTD.-$,5319.14
500187,Agi Greenpac Ltd,5304.21
502937,KESORAM INDUSTRIES LTD.,5282.44
505890,KENNAMETAL INDIA LTD.-$,5279.83
507717,DHANUKA AGRITECH LTD.,5276.39
531120,PATEL ENGINEERING LTD.-$,5270.65
532668,AURIONPRO SOLUTIONS LTD.,5253.74
539118,VRL Logistics Ltd,5241.11
523630,NATIONAL FERTILIZERS LTD.,5185.41
540293,Pricol Ltd,5128.16
533271,ASHOKA BUILDCON LTD.,5054.42
544021,Protean eGov Technologies Ltd,5032.38
500171,GHCL LTD.,5032.21
512463,Lloyds Enterprises Ltd,4998.19
542773,IIFL Securities Ltd,4992.5
532856,TIME TECHNOPLAST LTD.,4987.9
524348,AARTI DRUGS LTD.,4981.5
530117,Privi Speciality Chemicals Ltd,4972.29
530073,SANGHVI MOVERS LTD.,4966.87
533581,PG ELECTROPLAST LTD.,4905.17
532940,J.KUMAR INFRAPROJECTS LTD.,4900.1
532928,TRANSFORMERS AND RECTIFIERS (INDIA) LTD.,4866.43
532553,Welspun Enterprises Ltd,4863.17
500292,HEIDELBERGCEMENT INDIA LTD.,4854.05
500730,NOCIL LTD.,4847.72
542851,Gensol Engineering Ltd,4834.1
543748,Aarti Pharmalabs Ltd,4832.63
533333,FINEOTEX CHEMICAL LTD.,4831.01
505283,KIRLOSKAR PNEUMATIC CO.LTD.,4829.14
500355,RALLIS INDIA LTD.,4814.08
544027,Fedbank Financial Services Ltd,4811.02
532804,TECHNOCRAFT INDUSTRIES (INDIA) LTD.,4806.34
543711,Sula Vineyards Ltd,4804.03
543249,Tarc Ltd,4795.32
500032,Bajaj Hindusthan Sugar Limited,4776.05
500039,BANCO PRODUCTS (INDIA) LTD.-$,4757.42
500285,SPICEJET LTD.,4727.41
500655,Garware Hi-Tech Films Ltd,4718.62
532732,KEWAL KIRAN CLOTHING LTD.,4663.79
505242,DYNAMATIC TECHNOLOGIES LTD.-$,4656.55
540212,TCI Express Ltd,4634.38
543311,India Pesticides Ltd,4609.42
500463,Black Box Ltd,4592.14
520051,JAMNA AUTO INDUSTRIES LTD.,4584.94
540025,Advanced Enzyme Technologies Ltd,4569.69
544118,Jana Small Finance Bank Ltd,4566.41
543212,Borosil Ltd,4505.94
543332,Epigral Ltd,4492.82
533269,VA TECH WABAG LTD.,4473.05
541301,Orient Electric Ltd,4470.02
507205,TILAKNAGAR INDUSTRIES LTD.-$,4450.69
535602,Sharda Motor Industries Ltd,4449.49
542857,Greenpanel Industries Ltd,4445.86
534600,JTL Industries Ltd,4416.45
500444,WEST COAST PAPER MILLS LTD.,4412.73
507878,UNITECH LTD.,4405.66
533262,RAMKY INFRASTRUCTURE LTD.,4388.87
533162,Hathway Cable & Datacom Ltd,4381.01
532839,DISH TV INDIA LTD.,4378.5
523319,BALMER LAWRIE & CO.LTD.,4376.84
523323,KOVAI MEDICAL CENTER & HOSPITAL LTD.,4360.82
538567,Gulf Oil Lubricants India Ltd,4324.98
532859,HINDUJA GLOBAL SOLUTIONS LTD.,4277.77
533553,T D POWER SYSTEMS LTD.,4273.59
532772,DCB Bank Limited,4223.36
544111,Apeejay Surrendra Park Hotels Ltd,4208.81
506655,SUDARSHAN CHEMICAL INDUSTRIES LTD.,4197.94
543213,Rossari Biotech Ltd,4196.76
544055,Muthoot Microfin Ltd,4187.29
539056,Imagicaaworld Entertainment Ltd,4184.82
500243,Kirloskar Industries Ltd,4183.84
543533,eMudhra Ltd,4150.33
543950,Yatharth Hospital & Trauma Care Services Ltd,4136.69
543349,Ami Organics Ltd,4127.12
543984,Samhi Hotels Ltd,4105.61
522034,SHANTHI GEARS LTD.,4101.61
540205,Aditya Vision Ltd,4079.47
517168,SUBROS LTD.,4055.71
500307,NIRLON LTD.,4052.16
590086,ORISSA MINERALS DEVELOPMENT COMPANY LTD.,4052.07
500219,JAIN IRRIGATION SYSTEMS LTD.,4030.17
544008,Max Estates Ltd,4030.02
534976,V-MART RETAIL LTD.,4013.27
526947,LA OPALA RG LTD.,4008.21
513262,STEEL STRIPS WHEELS LTD.-$,3955.4
540642,Salasar Techno Engineering Ltd,3943.16
505710,GRAUER & WEIL (INDIA) LTD.-$,3941.28
501455,GREAVES COTTON LTD.,3921.96
532848,DELTA CORP LTD.,3904.1
506690,UNICHEM LABORATORIES LTD.,3854.36
508486,HAWKINS COOKERS LTD.-$,3834.12
538562,Skipper Ltd,3822.93
500404,SUNFLAG IRON & STEEL CO.LTD.,3817.05
532899,KAVERI SEED COMPANY LTD.,3804.36
543667,Inox Green Energy Services Ltd,3781.65
590021,BHARAT RASAYAN LTD.,3772.83
543929,HMA Agro Industries Ltd,3762.28
543650,DCX Systems Ltd,3735.9
543600,Harsha Engineers International Ltd,3710.05
512529,SEQUENT SCIENTIFIC LTD.,3704.09
500250,L.G.BALAKRISHNAN & BROS.LTD.,3696.77
532924,KOLTE-PATIL DEVELOPERS LTD.,3683.17
533158,Thangamayil Jewellery Ltd,3675.34
532368,Brightcom Group Ltd,3666.56
532748,PRIME FOCUS LTD.,3661.78
543989,Sai Silks (Kalamandir) Ltd,3639.38
539542,Lux Industries Ltd,3621.53
520057,Jtekt India Ltd,3619.4
530549,SHILPA MEDICARE LTD.,3598.81
500020,BOMBAY DYEING & MFG.CO.LTD.,3590.61
508989,Navneet Education Limited,3576.43
532528,DATAMATICS GLOBAL SERVICES LTD.,3575.05
524735,HIKAL LTD.,3573.26
500235,KALYANI STEELS LTD.,3567.55
530305,PICCADILY AGRO INDUSTRIES LTD.,3566.5
544107,BLS E-Services Ltd,3552.03
519091,TASTY BITE EATABLES LTD.,3548.65
542774,Mufin Green Finance Ltd,3546.88
531209,NUCLEUS SOFTWARE EXPORTS LTD.,3509.98
540879,Apollo Micro Systems Ltd,3509.72
522215,HLE Glascoat Ltd,3508.85
542665,Neogen Chemicals Ltd,3475.26
533047,INDIAN METALS & FERRO ALLOYS LTD.,3448.21
506022,PRAKASH INDUSTRIES LTD.,3435.69
534804,CARE Ratings Ltd,3434.64
527001,ASHAPURA MINECHEM LTD.,3414.26
532054,KDDL LTD.-$,3389.84
538666,Sharda Cropchem Ltd,3384.62
541163,Sandhar Technologies Ltd,3372.49
532612,INDOCO REMEDIES LTD.,3361.18
543528,Venus Pipes & Tubes Ltd,3354.95
517522,RAJRATAN GLOBAL WIRE LTD.,3342.25
502090,SAGAR CEMENTS LTD.-$,3338.92
544020,ESAF Small Finance Bank Ltd,3337.32
543896,Avalon Technologies Ltd,3336.74
539883,Pilani Investment and Industries Corporation Ltd,3317.91
530655,Goodluck India Ltd,3317.83
503960,BHARAT BIJLEE LTD.-$,3316.36
540701,Dishman Carbogen Amcis Ltd,3304.2
526829,CONFIDENCE PETROLEUM INDIA LTD.,3271.41
531201,SHILCHAR TECHNOLOGIES LTD.,3270.87
544088,Medi Assist Healthcare Services Ltd,3269.09
540797,Shalby Ltd,3267.3
543333,CarTrade Tech Ltd,3265.74
509079,GUFIC BIOSCIENCES LTD.,3265.04
532768,FIEM INDUSTRIES LTD.,3248.9
532945,SEPC Ltd,3242.57
532796,LUMAX AUTO TECHNOLOGIES LTD.,3242.26
533229,Bajaj Consumer Care Ltd,3241.46
505872,WPIL LTD.,3217.91
539871,Thyrocare Technologies Ltd,3207.34
500097,Dalmia Bharat Sugar and Industries Ltd,3200.74
513097,SHIVALIK BIMETAL CONTROLS LTD.,3189.54
543490,GMR Power and Urban Infra Ltd,3186.38
500041,BANNARI AMMAN SUGARS LTD.,3183.01
530367,NRB BEARINGS LTD.,3172.76
543932,Ideaforge Technology Ltd,3139.63
509243,TVS SRICHAKRA LTD.-$,3136.06
532925,KAUSHALYA INFRASTRUCTURE DEVELOPMENT CORPORATION LTD.,3130.64
500148,UFLEX LTD.,3119.18
543985,Zaggle Prepaid Ocean Services Ltd,3099.43
517300,GUJARAT INDUSTRIES POWER CO.LTD.,3084.77
532430,BF UTILITIES LTD.-$,3081.97
542905,Hindware Home Innovation Ltd,3080.55
533344,PTC INDIA FINANCIAL SERVICES LTD.,3079.11
517015,VINDHYA TELELINKS LTD.,3067.3
523385,NILKAMAL LTD.,3064.86
590078,MAITHAN ALLOYS LTD.,3062.54
543321,Tatva Chintan Pharma Chem Ltd,3048.1
590005,TIDE WATER OIL (INDIA) LTD.,3042.75
539889,Parag Milk Foods Ltd,3040.62
544066,Sundaram-Clayton Ltd,3035.32
523398,Johnson Controls-Hitachi Air Conditioning India Ltd,3027.3
543714,Landmark Cars Ltd,3015.29
500168,GOODYEAR INDIA LTD.,3009.49
523716,ASHIANA HOUSING LTD.-$,3008.71
535322,REPCO HOME FINANCE LTD.,3008.26
526797,GREENPLY INDUSTRIES LTD.,2997.02
544067,Innova Captab Ltd,2996.01
532268,Accelya Solutions India Ltd,2991.22
526521,SANGHI INDUSTRIES LTD.,2987.54
519552,Heritage Foods Limited,2986.18
531761,Apollo Pipes Ltd,2979.7
532479,ISMT LTD.,2977.97
533080,Mold-Tek Packaging Limited,2973.39
526227,FILATEX INDIA LTD.-$,2962.29
500672,NOVARTIS INDIA LTD.,2951.41
539450,S H Kelkar and Company Ltd,2935.21
511431,Vakrangee Limited-$,2927.44
530843,CUPID LTD.-$,2922.59
534758,CIGNITI TECHNOLOGIES LTD.,2909.64
505010,AUTOMOTIVE AXLES LTD.,2908.9
500407,SWARAJ ENGINES LTD.,2902.59
544030,Flair Writing Industries Ltd,2898.9
543367,Paras Defence and Space Technologies Ltd,2897.7
532022,FILATEX FASHIONS LTD.,2876.92
532395,Axiscades Technologies Ltd,2873.85
500191,HMT LTD.,2871.09
526807,SEAMEC LTD.,2867.56
543434,Supriya Lifescience Ltd,2865.99
524051,POLYPLEX CORPORATION LTD.,2859.54
539404,Satin Creditcare Network Ltd,2850.15
590051,SAKSOFT LTD.,2841.5
539301,Arvind SmartSpaces Ltd,2840.83
500108,MAHANAGAR TELEPHONE NIGAM LTD.,2840.67
533137,Den Networks Ltd,2836.14
542460,The Anup Engineering Ltd,2833.7
524667,SAVITA OIL TECHNOLOGIES LTD.,2825.52
531266,V.S.T.TILLERS TRACTORS LTD.-$,2822.19
540768,Mahindra Logistics Ltd,2809.41
532775,GTL INFRASTRUCTURE LTD.,2804.74
531431,SHAKTI PUMPS (INDIA) LTD.-$,2794.52
532808,Pearl Global Industries Limited,2782.84
540724,Prataap Snacks Ltd,2780.48
590066,K.C.P.LTD.,2765.36
500288,MOREPEN LABORATORIES LTD.,2763.38
532406,AVANTEL LTD.,2761.11
543983,EMS Ltd,2755.44
541403,Dollar Industries Ltd,2754.13
526951,Stylam Industries Limited,2720.59
524091,Carysil Ltd,2711.49
500201,INDIA GLYCOLS LTD.,2706.19
500186,HINDUSTAN OIL EXPLORATION CO.LTD.,2703.71
543992,Yatra Online Ltd,2688.76
539686,K.P. Energy Ltd,2687.27
532983,RPG LIFE SCIENCES LTD.,2685.27
543591,Dreamfolks Services Ltd,2670.65
532663,Sasken Technologies Ltd,2665.89
519156,VADILAL INDUSTRIES LTD.-$,2663.77
543389,Sigachi Industries Ltd,2640.54
539678,Quick Heal Technologies Ltd,2638.88
514167,GANESHA ECOSPHERE LTD.,2637.99
544042,Bajel Projects Ltd,2634.68
500227,JINDAL POLY FILMS LTD.,2634.63
506235,ALEMBIC LTD.,2631.76
543399,Tarsons Products Ltd,2624.67
532960,Dhani Services Ltd,2615.62
511742,Ugro Capital Ltd,2615.09
513269,MAN INDUSTRIES (INDIA) LTD.-$,2612.98
531112,Balu Forge Industries Ltd,2608.91
506222,Styrenix Performance Materials Ltd,2608.56
544029,Gandhar Oil Refinery (India) Ltd,2601.38
543812,DIVGI TORQTRANSFER SYSTEMS Ltd,2597.41
523539,PRECISION WIRES INDIA LTD.,2577.14
539199,SG Finserve Ltd,2575.46
509820,Huhtamaki India Ltd,2572.28
512267,MEDIA MATRIX WORLDWIDE LTD.,2567.93
530135,Optiemus Infracom Ltd,2567.56
543386,Fino Payments Bank Ltd,2567.16
532440,MPS LTD.,2565.02
540544,PSP Projects Ltd,2556.9
505412,WENDT (INDIA) LTD.,2553.13
534809,PC JEWELLER LTD.,2540.64
514234,SANGAM (INDIA) LTD.,2533.43
531508,EVEREADY INDUSTRIES INDIA LTD.,2532.42
524164,IOL CHEMICALS & PHARMACEUTICALS LTD.,2524.04
513349,AJMERA REALTY & INFRA INDIA LTD.,2519.43
523261,VENKY'S (INDIA) LTD.,2499.02
530555,PARAMOUNT COMMUNICATIONS LTD.-$,2498.31
533263,ORIENT GREEN POWER COMPANY LTD.,2497.9
523694,APCOTEX INDUSTRIES LTD.,2497.89
500460,MUKAND LTD.,2496.16
532705,JAGRAN PRAKASHAN LTD.,2492.14
500052,BHANSALI ENGINEERING POLYMERS LTD.-$,2489.83
541700,TCNS Clothing Co. Ltd,2487.67
506879,GUJARAT THEMIS BIOSYN LTD.,2483.68
526881,63 Moons Technologies Ltd,2481.56
543689,Uniparts India Ltd,2465.21
541974,Manorama Industries Ltd,2463.35
501423,SHAILY ENGINEERING PLASTICS LTD.,2452.08
543283,Barbeque-Nation Hospitality Ltd,2445.24
526173,ANDREW YULE & COMPANY LTD.,2442.31
524019,Kingfa Science & Technology (India) Ltd-$,2428.09
530239,SUVEN LIFE SCIENCES LTD.,2422.8
505192,SML ISUZU LIMITED,2411.05
540136,HPL Electric & Power Ltd,2402.91
590013,XPRO INDIA LTD.,2401.7
503811,SIYARAM SILK MILLS LTD.-$,2395.77
500150,FOSECO INDIA LTD.,2388.76
540602,GTPL Hathway Ltd,2372.41
500412,THIRUMALAI CHEMICALS LTD.,2369.26
542919,Artemis Medicare Services Ltd,2362.05
543974,Vishnu Prakash R Punglia Ltd,2354.53
500193,HLV Ltd,2352.9
543620,Insolation Energy Ltd,2343.6
522241,M.M.FORGINGS LTD.-$,2339.73
543923,IKIO Lighting Ltd,2336.58
544004,IRM Energy Ltd,2335.27
531179,ARMAN FINANCIAL SERVICES LTD.,2324.94
543411,Hi-Tech Pipes Ltd,2310.43
522249,MAYUR UNIQUOTERS LTD.-$,2309.71
543996,Updater Services Ltd,2309.14
544119,Rashi Peripherals Ltd,2298.25
533104,GLOBUS SPIRITS LTD.,2298
533552,RUPA & COMPANY LTD.,2297.46
523127,EIH ASSOCIATED HOTELS LTD.-$,2285.26
517206,LUMAX INDUSTRIES LTD.,2284.21
539799,Bharat Wire Ropes Ltd,2274.34
543328,Krsnaa Diagnostics Ltd,2270.62
540710,Capacite Infraprojects Ltd,2268.23
522064,Honda India Power Products Ltd,2260.05
539594,Mishtann Foods Ltd,2253
500314,ORIENTAL HOTELS LTD.,2250.35
530131,UDAIPUR CEMENT WORKS LTD.,2246.07
532348,SUBEX LTD.,2233.96
523618,DREDGING CORPORATION OF INDIA LTD.,2233.7
530199,THEMIS MEDICARE LTD.,2231.67
506480,GOCL Corporation Ltd-$,2221.11
541336,Indostar Capital Finance Ltd,2209.24
543547,Ddev Plastiks Industries Ltd,2207.67
539841,Lancer Container Lines Ltd,2203.19
543331,Meghmani Organics Ltd,2202.87
523445,RELIANCE INDUSTRIAL INFRASTRUCTURE LTD.,2201.58
540774,IFGL Refractories Ltd,2198.4
533303,BF INVESTMENT LTD.,2193.95
543419,Shriram Properties Ltd,2191.08
533121,Expleo Solutions Ltd,2189.06
524332,BCL Industries Ltd-$,2175.25
509675,HIL LTD.,2161.33
500215,AGRO TECH FOODS LTD.,2156.68
519183,ADF FOODS LTD.-$,2154.97
500068,DISA INDIA LTD.,2147.04
526729,GOLDIAM INTERNATIONAL LTD.,2138.04
511551,Monarch Networth Capital Ltd,2128.7
539636,Precision Camshafts Ltd,2126.26
517544,CENTUM ELECTRONICS LTD.,2125.17
502330,Andhra Paper Ltd,2123.32
532834,CAMLIN FINE SCIENCES LTD.,2115.79
542333,RPSG Ventures Ltd,2112.28
532369,RAMCO INDUSTRIES LTD.,2105.99
532390,TAJGVK HOTELS & RESORTS LTD.,2103.95
500365,Welspun Specialty Solutions Ltd,2101.8
505744,FEDERAL-MOGUL GOETZE (INDIA) LTD.,2100.39
531717,Vidhi Specialty Food Ingredients Ltd-$,2087.7
507747,TTK HEALTHCARE LTD.-$,2084.15
543686,Sirca Paints India Ltd,2074.24
532708,GVK POWER & INFRASTRUCTURE LTD.,2070.34
532698,NITIN SPINNERS LTD.,2066.93
531637,Praveg Ltd,2051
502450,SESHASAYEE PAPER & BOARDS LTD.,2050.98
523301,TCPL PACKAGING LTD.-$,2050.96
513519,Pitti Engineering Ltd-$,2046.72
506642,SADHANA NITROCHEM LTD.,2037.74
543977,Rishabh Instruments Ltd,2036.67
532967,KIRI INDUSTRIES LTD.,2033.2
513228,PENNAR INDUSTRIES LTD.-$,2032.92
516072,VISHNU CHEMICALS LTD.,2024.79
511034,JINDAL DRILLING & INDUSTRIES LTD.,2019.55
532880,OMAXE LTD.,2019.22
503101,MARATHON NEXTGEN REALTY LTD.,2018.96
590030,SOUTHERN PETROCHEMICALS LTD.,2017.67
502157,MANGALAM CEMENT LTD.,2012.94
507514,SOM DISTILLERIES & BREWERIES LTD.,1996.28
524820,PANAMA PETROCHEM LTD.,1994.47
517041,ADOR WELDING LTD.,1984.9
533267,CANTABIL RETAIL INDIA LTD.,1979.72
543387,S.J.S. Enterprises Ltd,1974.79
544117,Signpost India Ltd,1968.03
506854,TANFAC INDUSTRIES LTD.-$,1964.48
541167,Yasho Industries Ltd,1952.4
532366,PNB GILTS LTD.,1946.81
543972,Aeroflex Industries Ltd,1942.39
523369,DCM SHRIRAM INDUSTRIES LTD.-$,1936.45
544120,Capital Small Finance Bank Ltd,1933.68
539309,Rama Steel Tubes Ltd,1931.98
544053,Motisons Jewellers Ltd,1928.56
508906,EVEREST INDUSTRIES LTD.,1927.82
532616,XCHANGING SOLUTIONS LTD.,1923.39
513250,JYOTI STRUCTURES LTD.,1921.98
543971,Bondada Engineering Ltd,1921.29
506109,GENESYS INTERNATIONAL CORPORATION LTD.,1915.02
532309,GE Power India Ltd,1912.62
590006,AMRUTANJAN HEALTH CARE LTD.-$,1906.57
531426,TAMIL NADU NEWSPRINT & PAPERS LTD.,1903.64
526650,TOURISM FINANCE CORPORATION OF INDIA LTD.,1894.21
503031,PENINSULA LAND LTD.,1874.4
544095,EPACK Durable Ltd,1858.49
500117,DCW LTD.,1850.92
517498,WEBSOL ENERGY SYSTEM LTD.,1849.9
532684,EVEREST KANTO CYLINDER LTD.,1849.74
512068,DECCAN GOLD MINES LTD.,1848.93
521248,KITEX GARMENTS LTD.,1844.71
532285,Geojit Financial Services Ltd,1842.37
540124,G N A Axles Ltd,1841.73
543252,Fairchem Organics Ltd,1840.5
543279,Suryoday Small Finance Bank Ltd,1837.16
532407,Moschip Technologies Ltd,1831.5
538970,Wardwizard Innovations & Mobility Ltd,1829.03
540776,5paisa Capital Ltd,1825.98
532150,INDRAPRASTHA MEDICAL CORP.LTD.,1824.75
512229,VERITAS (INDIA) LTD.,1814.5
505160,TALBROS AUTOMOTIVE COMPONENTS LTD.,1807.71
533156,Vascon Engineers Ltd,1800.19
500304,NIIT LTD.,1798.26
531719,BHAGIRADHA CHEMICALS & INDUSTRIES LTD.,1790.37
512008,EFC (I) Ltd,1790.27
532719,B.L.KASHYAP AND SONS LTD.,1777.82
540425,Shankara Building Products Ltd,1777.79
532240,INDIA NIPPON ELECTRICALS LTD.,1769.22
500333,PIX TRANSMISSIONS LTD.,1764.12
504112,NELCO LTD.,1755.99
523105,Cropster Agro Ltd,1739.63
533168,ROSSELL INDIA LTD.,1733.85
532742,PAUSHAK LTD.,1732.76
532529,NEW DELHI TELEVISION LTD.,1726.22
539332,Navkar Corporation Ltd,1723.44
500147,John Cockerill India Ltd-$,1722.04
534392,VARDHMAN SPECIAL STEELS LTD.,1721.25
533302,KALYANI INVESTMENT COMPANY LTD.,1716.74
520086,SICAL LOGISTICS LTD.,1716.05
543954,Allcargo Terminals Ltd,1710.04
532851,INSECTICIDES (INDIA) LTD.,1702.47
533138,ASTEC LIFESCIENCES LIMITED,1690.12
532256,NALWA SONS INVESTMENTS LTD.,1682.99
543273,Knowledge Marine & Engineering Works Ltd,1680.91
539725,Gokul Agro Resources Ltd,1667.24
502180,SHREE DIGVIJAY CEMENT CO.LTD.-$,1661.44
509874,SHALIMAR PAINTS LTD.-$,1655.81
514448,JYOTI RESINS & ADHESIVES LTD.,1652.64
500119,DHAMPUR SUGAR MILLS LTD.,1647.74
504212,UNIVERSAL CABLES LTD.,1641.44
590134,Madras Fertilizers Ltd,1640.01
541276,Hardwyn India Ltd,1625.09
505800,RANE HOLDINGS LTD.,1624.89
519105,AVT NATURAL PRODUCTS LTD.,1617.56
543514,Veranda Learning Solutions Ltd,1617.49
535136,NIBE Ltd,1608.89
517421,Butterfly Gandhimathi Appliances Ltd,1607.82
543260,Stove Kraft Ltd,1605.49
532486,POKARNA LTD.,1591.28
504000,ELPRO INTERNATIONAL LTD.,1587
522163,Diamond Power Infrastructure Limited-$,1586.18
517380,IGARASHI MOTORS INDIA LTD.,1583.35
543712,Abans Holdings Ltd,1578.59
524520,KMC SPECIALITY HOSPITALS (INDIA) LTD.,1578.01
532515,TV TODAY NETWORK LTD.,1576.15
532741,Kamdhenu Ltd,1575.86
542669,BMW Industries Ltd,1575.83
526783,DR.AGARWALS EYE HOSPITAL LTD.-$,1574.85
541540,Solara Active Pharma Sciences Ltd,1572.32
532051,Swelect Energy Systems Limited-$,1567.57
539337,Waaree Technologies Ltd,1564.34
526247,PREMIER EXPLOSIVES LTD.,1559.61
511768,MASTER TRUST LTD.,1554.05
531795,ATUL AUTO LTD.-$,1550.88
540061,Bigbloc Construction Ltd,1548.84
543288,Deep Industries Ltd,1546.24
534748,STEEL EXCHANGE INDIA LTD.,1545.02
531357,Mercury Ev-Tech Ltd,1534.64
501150,CENTRUM CAPITAL LTD.,1534.33
532610,DWARIKESH SUGAR INDUSTRIES LTD.,1533.9
544054,Suraj Estate Developers Ltd,1522.03
522295,CONTROL PRINT LTD.-$,1521.37
506194,Arihant Superstructures Limited,1520.45
544058,Credo Brands Marketing Ltd,1509.17
531921,AGARWAL INDUSTRIAL CORPORATION LTD.,1508.27
532485,BALMER LAWRIE INVESTMENTS LTD.,1502.42
514043,HIMATSINGKA SEIDE LTD.,1500.98
590073,WHEELS INDIA LTD.,1500.8
539837,Raghav Productivity Enhancers Ltd,1498.69
524470,SYNCOM FORMULATIONS (INDIA) LTD.-$,1496.48
531147,Alicon Castalloy Limited,1495.74
541967,Sky Gold Ltd,1492.83
533320,JUBILANT INDUSTRIES LTD.,1491.87
532345,Allcargo Gati Ltd,1491.22
543517,Hariom Pipe Industries Ltd,1490.15
540048,S.P. Apparels Ltd,1482.47
532700,ENTERTAINMENT NETWORK (INDIA) LTD.,1471.59
590062,ANDHRA SUGARS LTD.,1471.24
514360,K&R Rail Engineering Ltd,1464.18
524709,NACL Industries Ltd,1459.51
520066,JAY BHARAT MARUTI LTD.,1459.21
543263,SMC Global Securities Ltd,1455.47
505400,TEXMACO INFRASTRUCTURE & HOLDINGS LTD.,1454.57
532937,KUANTUM PAPERS LTD.,1447.7
543266,Heranba Industries Ltd,1446.89
543599,Ksolves India Ltd,1446.79
543230,Advait Infratech Ltd,1445.65
530011,MANGALORE CHEMICALS & FERTILIZERS LTD.,1439.96
543254,Antony Waste Handling Cell Ltd,1434.86
540311,JITF Infralogistics Ltd,1430.03
504741,INDIAN HUME PIPE CO.LTD.,1429.26
533306,SUMMIT SECURITIES LTD.,1427.21
500199,I G PETROCHEMICALS LTD.,1426.57
539660,Best Agrolife Ltd,1424.12
532475,APTECH LTD.,1421.65
540717,Polo Queen Industrial and Fintech Ltd,1417.54
508814,Cosmo First Ltd,1416.96
500414,TIMEX GROUP INDIA LTD.-$,1416.33
523736,Dhunseri Ventures Ltd-$,1414.3
526987,URJA GLOBAL LTD.,1414
532729,UTTAM SUGAR MILLS LTD.,1411.49
531859,Oriental Rail Infrastructure Ltd,1404.98
505526,Dolat Algotech Ltd,1402.19
531092,OM Infra Ltd,1391.59
539561,Remedium Lifecare Ltd,1389.23
